Wavelength,Flux,BestFit,SkyFlux
8118.952,156.489,152.793,6.098
8120.822,154.907,152.106,5.809
8122.692,155.795,152.277,6.184
8124.563,156.080,152.714,6.172
8126.434,152.061,153.036,6.106
8128.305,152.793,153.161,6.357
8130.177,155.399,153.039,6.487
8132.049,155.250,153.945,6.309
8133.922,154.136,154.291,6.299
8135.795,155.096,154.044,6.530
8137.669,157.624,153.825,6.678
8139.543,158.283,154.169,7.808
8141.417,154.439,154.664,8.256
8143.292,155.914,153.227,7.263
8145.167,155.306,152.935,6.367
8147.043,157.700,153.427,7.386
8148.919,160.206,153.750,8.836
8150.796,155.943,153.652,7.839
8152.673,155.043,153.493,6.664
8154.550,155.582,153.526,6.116
8156.428,156.361,153.727,5.864
8158.306,160.230,153.750,6.057
8160.185,158.645,153.495,6.101
8162.064,156.484,153.637,6.065
8163.944,155.552,154.837,6.243
8165.824,156.606,154.996,6.302
8167.704,154.998,155.305,6.127
8169.585,159.442,155.345,6.202
8171.466,160.830,155.365,6.515
8173.348,157.267,155.539,6.548
8175.230,160.609,155.434,6.764
8177.113,156.268,156.201,6.618
8178.996,160.957,154.969,6.797
8180.880,157.257,154.490,7.454
8182.764,159.515,154.936,8.759
8184.648,154.072,154.908,10.255
8186.533,155.309,154.586,11.139
8188.418,157.691,154.493,10.663
8190.304,157.528,155.006,10.223
8192.190,159.257,155.226,9.862
8194.076,158.616,154.618,9.678
8195.963,150.512,154.454,10.691
8197.851,152.807,156.278,11.957
8199.738,160.542,156.000,10.269
8201.627,159.423,156.375,8.356
8203.515,156.668,156.558,8.576
8205.405,160.274,156.518,8.764
8207.294,159.653,156.663,8.267
8209.184,159.751,156.508,8.101
8211.075,155.557,156.463,7.788
8212.966,155.561,156.573,7.030
8214.857,157.100,157.051,6.957
8216.749,155.713,156.787,7.177
8218.641,160.105,155.871,7.226
8220.533,158.713,156.298,6.690
8222.426,153.934,156.154,6.333
8224.320,160.563,156.561,6.337
8226.214,159.141,156.621,6.449
8228.108,160.219,156.597,6.118
8230.003,155.408,156.702,5.786
8231.898,156.811,156.077,5.910
8233.794,152.723,156.151,5.870
8235.690,156.099,157.128,5.834
8237.587,160.648,157.260,5.850
8239.484,159.486,157.178,5.895
8241.381,158.482,157.635,6.126
8243.279,163.199,157.468,6.674
8245.177,160.344,157.395,6.674
8247.076,162.285,157.697,6.439
8248.975,161.038,157.262,6.815
8250.875,160.980,157.157,6.810
8252.775,160.217,158.021,6.318
8254.675,161.994,158.131,5.949
8256.576,161.052,158.047,5.978
8258.478,160.621,158.241,6.009
8260.379,161.281,158.395,5.735
8262.282,160.911,158.488,5.639
8264.184,161.388,158.555,5.769
8266.088,163.901,158.509,5.643
8267.991,161.490,158.914,5.602
8269.895,164.333,158.573,5.741
8271.800,164.546,157.831,5.661
8273.704,160.927,157.844,5.776
8275.610,163.056,158.587,5.789
8277.515,162.825,158.533,7.707
8279.422,164.495,158.399,14.417
8281.328,161.219,158.728,24.096
8283.235,161.256,158.791,30.899
8285.143,163.636,158.618,26.122
8287.051,159.512,158.683,17.163
8288.959,162.710,159.032,30.560
8290.868,162.208,159.482,40.674
8292.777,160.710,160.784,25.970
8294.687,160.570,160.506,9.466
8296.597,162.245,159.934,13.219
8298.508,161.394,160.424,28.122
8300.419,162.204,160.113,44.802
8302.330,162.291,160.241,36.744
8304.242,160.439,160.682,15.240
8306.154,161.746,160.042,7.447
8308.067,160.301,159.346,6.508
8309.980,159.345,159.669,8.504
8311.894,162.141,159.911,15.550
8313.808,164.487,160.020,17.431
8315.723,163.920,160.421,9.746
8317.638,163.775,160.509,6.248
8319.553,159.760,160.183,6.777
8321.469,162.688,159.902,6.516
8323.385,163.211,160.010,5.987
8325.302,164.690,160.059,5.474
8327.219,162.082,159.946,5.256
8329.137,159.701,160.489,5.309
8331.055,160.678,160.894,5.228
8332.973,160.415,160.829,5.431
8334.892,159.574,161.451,5.509
8336.812,159.945,161.021,5.580
8338.732,160.124,161.227,6.357
8340.652,161.958,160.983,6.791
8342.573,162.481,160.640,11.005
8344.494,160.832,160.765,46.621
8346.415,165.111,160.545,95.477
8348.338,164.863,160.580,74.669
8350.260,160.968,160.784,20.664
8352.183,163.458,160.672,15.777
8354.106,165.498,160.440,33.465
8356.030,166.188,160.433,34.629
8357.954,161.090,160.541,14.605
8359.879,161.141,160.720,6.361
8361.804,165.769,160.666,7.155
8363.730,162.056,160.803,9.660
8365.656,165.584,161.202,15.368
8367.582,161.260,161.661,16.902
8369.509,164.146,161.915,10.778
8371.437,164.464,161.359,6.128
8373.365,162.638,161.004,5.551
8375.293,164.595,161.044,5.558
8377.222,164.584,161.231,5.673
8379.151,162.840,161.385,6.135
8381.080,164.819,161.561,9.518
8383.010,165.575,161.758,21.209
8384.941,165.971,161.984,27.586
8386.872,165.575,161.896,16.050
8388.803,159.175,161.758,6.580
8390.735,165.489,161.946,5.975
8392.667,164.126,162.306,6.384
8394.600,168.376,162.540,6.379
8396.533,169.965,162.324,6.175
8398.467,167.278,161.928,19.029
8400.401,170.541,161.826,62.482
8402.335,169.699,162.084,68.864
8404.270,165.331,162.162,25.531
8406.205,165.959,161.890,6.027
8408.141,168.618,161.941,5.773
8410.078,166.930,162.017,5.598
8412.014,165.417,162.048,5.684
8413.951,167.993,162.106,7.846
8415.889,166.084,162.048,23.694
8417.827,167.048,161.991,33.104
8419.766,167.187,162.325,18.859
8421.705,165.672,162.309,6.823
8423.644,169.976,162.110,6.408
8425.584,169.459,162.233,6.768
8427.524,167.142,162.421,7.612
8429.465,169.092,162.051,24.160
8431.406,169.512,161.541,71.939
8433.348,173.986,161.593,77.756
8435.290,168.711,161.725,29.071
8437.232,164.566,161.580,8.050
8439.175,164.785,161.890,6.075
8441.119,166.158,162.401,5.365
8443.062,164.058,162.426,5.650
8445.007,165.322,162.579,6.496
8446.951,163.954,162.807,10.595
8448.897,166.605,162.671,13.582
8450.842,172.966,162.315,12.328
8452.788,170.644,162.457,20.742
8454.735,171.110,162.205,29.590
8456.682,168.863,162.270,17.796
8458.629,168.539,162.223,6.804
8460.577,169.582,161.897,5.538
8462.526,168.438,162.451,6.056
8464.474,168.896,162.955,15.322
8466.424,167.293,162.651,49.892
8468.373,169.713,162.871,59.292
8470.324,164.720,162.925,25.208
8472.274,167.994,162.304,6.779
8474.225,166.734,162.633,6.255
8476.177,168.297,163.335,6.960
8478.129,169.581,162.804,6.967
8480.081,169.310,162.689,6.061
8482.034,168.954,163.069,5.592
8483.987,168.710,163.285,5.606
8485.941,169.139,163.517,5.502
8487.895,170.799,163.091,5.488
8489.850,172.443,163.941,5.555
8491.805,173.060,164.220,6.113
8493.760,173.472,163.822,13.484
8495.716,172.149,163.646,21.077
8497.673,161.552,163.635,15.321
8499.630,142.420,164.209,6.699
8501.587,146.489,164.655,6.019
8503.545,165.733,165.172,9.329
8505.503,167.784,165.257,26.228
8507.462,170.143,164.771,36.743
8509.421,167.930,164.771,20.336
8511.380,170.750,165.140,6.928
8513.340,169.981,164.722,5.617
8515.301,169.379,164.536,5.385
8517.262,168.972,164.971,5.181
8519.223,166.006,165.601,5.121
8521.185,169.031,165.973,5.729
8523.147,170.875,165.940,6.219
8525.110,173.122,165.894,5.887
8527.073,171.904,165.930,5.398
8529.037,168.289,165.214,5.147
8531.001,169.946,164.354,5.305
8532.966,171.931,165.530,5.412
8534.931,169.203,166.093,5.283
8536.896,172.257,166.529,5.456
8538.862,161.289,167.457,8.680
8540.828,156.963,167.544,11.963
8542.795,125.111,167.030,9.506
8544.763,115.239,168.404,5.721
8546.730,138.601,167.989,5.479
8548.698,162.329,168.589,10.801
8550.667,167.001,168.462,19.147
8552.636,170.723,167.817,15.637
8554.606,170.646,167.677,7.600
8556.576,169.428,167.293,5.609
8558.546,167.256,166.716,5.515
8560.517,172.807,166.938,5.362
8562.488,174.676,167.347,5.294
8564.460,174.135,167.366,5.001
8566.433,171.870,167.156,5.045
8568.405,173.844,167.373,5.236
8570.378,172.564,167.922,5.081
8572.352,173.912,168.205,5.081
8574.326,170.229,168.247,5.594
8576.301,173.771,168.649,6.092
8578.276,171.324,169.520,5.994
8580.251,176.183,169.730,5.586
8582.227,174.523,168.271,5.303
8584.203,171.990,167.827,4.994
8586.180,172.282,169.203,5.047
8588.157,178.095,170.257,6.818
8590.135,177.831,169.557,8.941
8592.113,172.345,168.904,8.385
8594.092,174.886,169.502,6.175
8596.071,173.493,170.600,6.472
8598.051,170.711,170.207,9.874
8600.031,170.500,169.393,10.915
8602.011,172.506,170.153,7.913
8603.992,170.733,171.899,5.581
8605.973,173.352,171.411,5.536
8607.955,172.631,169.584,5.751
8609.938,170.894,168.851,6.067
8611.920,171.495,169.594,7.046
8613.903,172.686,170.698,8.926
8615.887,174.229,170.895,11.734
8617.871,176.439,169.426,14.824
8619.856,176.188,169.719,17.982
8621.841,174.366,170.220,22.151
8623.826,172.122,170.015,26.248
8625.812,179.152,169.913,30.456
8627.799,178.019,170.673,33.595
8629.785,176.117,170.767,36.354
8631.773,178.637,170.719,36.352
8633.761,177.427,170.819,35.658
8635.749,176.324,170.816,33.328
8637.737,179.710,170.940,29.290
8639.727,178.016,171.656,24.113
8641.716,179.891,170.741,19.111
8643.706,178.835,169.742,15.098
8645.697,181.428,170.355,9.266
8647.688,175.266,171.160,10.611
8649.679,175.769,170.765,16.855
8651.671,174.319,170.418,25.718
8653.663,176.072,170.233,29.788
8655.656,176.309,169.677,31.018
8657.650,177.332,169.826,35.092
8659.643,169.201,170.729,32.365
8661.637,153.919,171.404,35.333
8663.632,126.941,171.170,32.704
8665.627,128.175,171.155,29.828
8667.623,156.593,172.026,33.116
8669.619,167.588,171.403,26.524
8671.615,169.512,170.692,27.393
8673.612,171.513,171.679,25.313
8675.610,169.749,172.553,19.251
8677.607,174.534,172.465,22.472
8679.606,174.671,172.536,17.971
8681.605,173.307,172.770,15.445
8683.604,177.192,172.584,17.555
8685.604,181.320,171.743,13.425
8687.604,182.055,170.856,11.579
8689.604,175.254,170.815,11.883
8691.605,170.908,172.318,8.385
8693.607,177.667,172.505,8.129
8695.609,177.122,172.024,9.144
8697.611,174.075,172.578,7.297
8699.614,174.280,173.237,7.353
8701.618,177.319,173.204,8.818
8703.622,177.758,173.507,8.395
8705.626,178.540,172.165,7.098
8707.631,179.021,170.851,7.204
8709.636,179.987,171.318,8.165
8711.642,180.544,171.771,7.494
8713.648,179.066,172.598,5.941
8715.654,179.944,172.652,5.392
8717.661,181.631,173.165,5.083
8719.669,173.929,173.499,5.151
8721.677,178.341,173.019,5.376
8723.685,183.012,173.201,5.030
8725.694,183.286,173.958,5.380
8727.704,178.564,173.576,5.973
8729.714,177.641,172.404,5.777
8731.724,176.805,171.738,5.246
8733.735,176.836,172.191,4.721
8735.746,176.023,172.957,4.613
8737.758,175.112,173.163,5.150
8739.770,173.323,172.784,5.501
8741.783,176.283,172.652,5.619
8743.796,175.752,172.792,5.569
8745.809,174.408,172.729,5.347
8747.823,177.000,172.403,5.289
8749.838,174.197,172.475,5.362
8751.853,169.659,172.745,5.335
8753.868,166.388,172.830,5.461
8755.884,169.157,172.765,5.181
8757.900,176.474,172.801,7.381
8759.917,171.008,173.002,20.968
8761.934,177.639,173.066,48.189
8763.952,179.900,173.035,56.281
8765.970,176.798,172.797,34.824
8767.989,175.974,172.757,48.654
8770.008,183.353,173.259,74.735
8772.028,177.068,173.831,45.047
8774.048,173.981,173.618,10.852
8776.068,179.372,173.471,15.660
8778.089,181.321,173.566,50.068
8780.111,183.274,173.892,76.852
8782.133,177.414,174.242,52.429
8784.155,177.976,174.065,13.276
8786.178,180.492,173.209,5.551
8788.201,182.296,173.732,5.366
8790.225,179.776,174.487,9.178
8792.249,178.361,174.319,24.797
8794.274,180.704,173.644,27.148
8796.299,176.776,173.835,12.787
8798.325,181.147,174.124,4.793
8800.351,181.783,174.048,5.297
8802.378,180.812,173.855,4.760
8804.405,181.526,173.709,5.123
8806.432,178.379,173.813,4.655
8808.460,169.180,174.338,4.675
8810.489,176.182,174.393,6.576
8812.518,179.477,174.445,7.774
8814.547,180.438,174.508,6.595
8816.577,181.768,174.558,4.780
8818.607,180.585,174.618,4.857
8820.638,183.768,174.673,4.801
8822.669,181.890,174.729,4.885
8824.701,177.698,174.786,9.309
8826.733,177.459,174.842,54.892
8828.766,179.036,174.898,139.244
8830.799,185.539,174.954,127.183
8832.833,182.131,175.011,31.897
8834.867,182.139,175.067,18.088
8836.901,179.521,175.123,42.236
8838.936,183.188,175.180,61.522
8840.972,179.796,175.236,32.980
8843.008,180.754,175.292,7.725
8845.044,183.369,175.349,5.592
8847.081,186.024,175.405,6.622
8849.118,179.831,175.461,10.469
8851.156,178.753,175.518,20.647
8853.194,180.313,175.574,20.937
8855.233,179.400,175.631,9.105
8857.272,178.759,175.687,5.001
8859.312,173.971,175.743,5.469
8861.352,174.528,175.800,4.956
8863.393,170.776,175.856,6.703
8865.434,171.766,175.913,7.891
8867.476,172.564,175.969,20.745
8869.518,171.739,176.026,42.895
8871.560,173.483,176.082,32.755
8873.603,179.775,176.139,8.442
8875.647,180.776,176.195,4.655
8877.690,178.371,176.252,4.452
8879.735,181.726,176.309,4.436
8881.780,177.610,176.365,4.792
8883.825,178.505,176.422,6.319
8885.871,176.998,176.478,48.532
8887.917,182.856,176.535,111.013
8889.964,184.962,176.591,80.997
8892.011,174.717,176.648,16.529
8894.059,182.490,176.705,5.675
8896.107,181.200,176.761,5.511
8898.156,185.457,176.818,6.822
8900.205,184.598,176.875,6.002
8902.254,179.562,176.931,12.226
8904.304,185.416,176.988,41.923
8906.355,187.412,177.045,49.476
8908.406,184.885,177.101,19.588
8910.457,182.800,177.158,7.538
8912.509,177.595,177.215,6.696
8914.562,181.556,177.272,5.166
8916.615,182.275,177.328,6.273
8918.668,184.236,177.385,21.120
8920.722,184.824,177.442,97.879
8922.776,184.327,177.499,115.567
8924.831,180.765,177.555,44.470
8926.886,183.071,177.612,7.181
8928.942,177.062,177.669,7.826
8930.998,182.119,177.726,7.199
8933.055,185.459,177.783,6.194
8935.112,183.134,177.840,5.585
8937.170,182.527,177.896,6.105
8939.228,184.767,177.953,5.694
8941.286,180.970,178.010,5.910
8943.345,177.741,178.067,19.003
8945.405,180.116,178.124,44.221
8947.465,184.255,178.181,31.838
8949.525,176.819,178.238,8.769
8951.586,182.007,178.295,4.475
8953.648,184.065,178.352,4.237
8955.710,181.446,178.409,5.855
8957.772,186.771,178.466,32.835
8959.835,185.686,178.523,94.303
8961.898,187.357,178.580,81.202
8963.962,179.722,178.637,19.154
8966.026,184.855,178.694,5.735
8968.091,182.878,178.751,4.853
8970.156,182.946,178.808,4.745
8972.222,176.918,178.865,6.241
8974.288,182.018,178.922,6.306
8976.355,183.063,178.979,4.900
8978.422,181.923,179.036,4.453
8980.489,185.689,179.093,5.019
8982.557,182.369,179.150,6.892
8984.626,188.683,179.208,7.064
8986.695,188.324,179.265,6.922
8988.764,183.885,179.322,20.756
8990.834,184.322,179.379,32.336
8992.905,182.605,179.436,20.172
8994.976,180.941,179.493,7.595
8997.047,184.234,179.551,5.556
8999.119,178.485,179.608,4.937
9001.191,173.023,179.665,23.728
9003.264,177.151,179.722,58.297
9005.338,184.284,179.780,43.099
9007.411,182.828,179.837,10.854
9009.486,177.945,179.894,3.054
9011.560,173.125,179.951,3.993
9013.636,168.775,180.009,3.093
9015.711,162.195,180.066,3.602
9017.788,160.352,180.123,3.322
9019.864,167.938,180.181,3.057
9021.941,180.895,180.238,4.189
9024.019,178.314,180.295,4.947
9026.097,179.245,180.353,4.418
9028.176,180.626,180.410,4.334
9030.255,184.210,180.467,4.978
9032.334,184.893,180.525,5.399
9034.414,186.521,180.582,4.346
9036.495,183.781,180.640,4.559
9038.576,188.278,180.697,12.479
9040.657,188.506,180.754,18.245
9042.739,187.112,180.812,10.939
9044.821,182.911,180.869,5.744
9046.904,182.852,180.927,4.910
9048.988,188.626,180.984,11.578
9051.072,184.620,181.042,27.551
9053.156,187.904,181.099,27.997
9055.241,186.363,181.157,10.164
9057.326,186.260,181.214,4.662
9059.412,187.139,181.272,5.037
9061.498,181.898,181.329,4.111
9063.585,175.223,181.387,3.798
9065.672,173.318,181.445,4.489
9067.760,186.415,181.502,5.203
9069.848,190.243,181.560,5.675
9071.936,192.005,181.617,5.761
9074.026,193.457,181.675,4.738
9076.115,183.194,181.733,4.100
9078.205,183.920,181.790,4.099
9080.296,174.665,181.848,3.574
9082.387,180.868,181.905,3.160
9084.478,188.495,181.963,3.828
9086.570,185.935,182.021,4.382
9088.663,185.995,182.079,3.475
9090.756,172.757,182.136,3.459
9092.849,183.404,182.194,7.155
9094.943,183.798,182.252,10.884
9097.038,175.461,182.309,8.469
9099.133,187.269,182.367,3.051
9101.228,181.889,182.425,4.224
9103.324,185.300,182.483,12.304
9105.420,189.399,182.541,13.988
9107.517,184.182,182.598,9.653
9109.615,187.145,182.656,3.834
9111.712,189.279,182.714,2.042
9113.811,183.785,182.772,3.291
9115.909,185.072,182.830,3.540
9118.009,185.419,182.887,2.661
9120.108,180.889,182.945,2.434
9122.209,187.731,183.003,2.807
9124.309,191.109,183.061,3.146
9126.411,186.594,183.119,3.318
9128.512,186.626,183.177,3.119
9130.614,180.715,183.235,2.747
9132.717,182.641,183.293,2.701
9134.820,184.044,183.351,2.945
9136.924,186.697,183.409,3.715
9139.028,178.039,183.467,3.759
9141.132,190.138,183.525,3.153
9143.237,185.893,183.583,2.889
9145.343,186.791,183.641,3.776
9147.449,186.306,183.699,4.110
9149.556,181.476,183.757,3.554
9151.663,184.790,183.815,5.236
9153.770,185.508,183.873,8.958
9155.878,184.834,183.931,8.131
9157.987,190.828,183.989,4.973
9160.095,185.823,184.047,6.423
9162.205,192.425,184.105,9.727
9164.315,189.141,184.163,9.087
9166.425,189.199,184.221,5.550
9168.536,190.379,184.279,3.079
9170.647,188.797,184.338,2.753
9172.759,186.634,184.396,3.095
9174.872,188.021,184.454,3.169
9176.985,178.834,184.512,3.103
9179.098,185.771,184.570,3.249
9181.212,190.268,184.628,3.651
9183.326,189.087,184.687,3.731
9185.441,190.720,184.745,3.588
9187.556,185.453,184.803,3.426
9189.672,185.187,184.861,3.272
9191.788,190.349,184.920,3.350
9193.905,192.562,184.978,3.474
9196.022,189.125,185.036,3.579
9198.140,180.814,185.094,3.698
9200.258,185.748,185.153,3.665
9202.377,192.189,185.211,3.666
9204.496,192.173,185.269,3.603
9206.615,192.158,185.328,3.446
9208.736,192.142,185.386,2.002
9210.856,192.126,185.444,0.000
9212.977,192.111,185.503,0.000
9215.099,192.095,185.561,0.000
9217.221,192.079,185.620,0.000
9219.344,192.064,185.678,0.000
9221.467,192.048,185.736,0.000
